session_id,timestamp,model_name,instruction_mode,status,checkpoint_path,exp,head,window,bbox_scale,grounder_model,grounder_input_px,preview_enabled,preview_hint_cx,grounding_skip_n,multi_prompt,git_commit,n_frames,avg_latency_ms,top_action,has_runtime_config
20260710_131419,2026-07-10T13:14:19.141654,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,21,707.8,FORWARD,True
20260710_131541,2026-07-10T13:15:41.081183,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,777.0,FORWARD,True
20260710_131705,2026-07-10T13:17:05.555627,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,773.8,FORWARD,True
20260710_132105,2026-07-10T13:21:05.267002,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,12,707.2,FORWARD,True
20260710_132157,2026-07-10T13:21:57.051351,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,776.4,FORWARD,True
20260710_132300,2026-07-10T13:23:00.799456,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,774.0,FORWARD,True
20260710_152141,2026-07-10T15:21:41.953287,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,707.0,FORWARD,True
20260710_153559,2026-07-10T15:35:59.573998,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,868.2,FORWARD,True
20260710_153707,2026-07-10T15:37:07.452130,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,17,745.4,FORWARD,True
20260710_153946,2026-07-10T15:39:46.319020,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,22,769.7,FORWARD,True
20260710_154608,2026-07-10T15:46:08.874132,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,790.6,FORWARD,True
20260710_154808,2026-07-10T15:48:08.561908,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,17,761.3,FORWARD,True
20260710_154917,2026-07-10T15:49:17.580524,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,15,711.3,FORWARD,True
20260710_155113,2026-07-10T15:51:13.940643,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,796.2,FORWARD,True
20260710_155228,2026-07-10T15:52:28.087860,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,790.7,FORWARD,True
20260710_155350,2026-07-10T15:53:50.496390,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,790.6,FORWARD,True
20260710_155451,2026-07-10T15:54:51.378815,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,790.6,FORWARD,True
20260710_155545,2026-07-10T15:55:45.356602,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,791.1,FORWARD,True
20260710_155802,2026-07-10T15:58:02.702661,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,10,840.3,FORWARD,True
20260710_155856,2026-07-10T15:58:56.184265,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,779.3,FORWARD,True
20260710_160023,2026-07-10T16:00:23.015701,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,18,708.6,FORWARD,True
20260710_160127,2026-07-10T16:01:27.349484,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,18,707.5,FORWARD,True
20260710_160216,2026-07-10T16:02:16.755673,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,778.2,FORWARD,True
20260710_160319,2026-07-10T16:03:19.084490,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,777.7,FORWARD,True
20260710_160441,2026-07-10T16:04:41.229182,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,10,841.5,FORWARD,True
20260710_160514,2026-07-10T16:05:14.971624,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,13,809.8,FORWARD,True
20260710_160553,2026-07-10T16:05:53.677756,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,17,745.6,FORWARD,True
20260710_160656,2026-07-10T16:06:56.660990,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,10,706.6,FORWARD,True
20260711_205228,2026-07-11T20:52:28.824613,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,24,707.9,FORWARD,True
20260711_205354,2026-07-11T20:53:54.840566,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,22,764.6,FORWARD,True
20260711_205621,2026-07-11T20:56:21.777204,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,17,769.4,FORWARD,True
20260711_205726,2026-07-11T20:57:26.101409,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,19,793.2,FORWARD,True
20260711_213650,2026-07-11T21:36:50.202615,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,797.9,FORWARD,True
20260711_213749,2026-07-11T21:37:49.932220,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,13,807.5,FORWARD,True
20260711_214155,2026-07-11T21:41:55.151431,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,604f2661,16,787.0,FORWARD,True
20260711_215344,2026-07-11T21:53:44.320836,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,94,725.8,FORWARD,True
20260711_215709,2026-07-11T21:57:09.660907,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,14,753.4,FORWARD,True
20260711_220142,2026-07-11T22:01:42.366188,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,16,829.9,FORWARD,True
20260711_220233,2026-07-11T22:02:33.132801,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,16,788.6,FORWARD,True
20260711_220337,2026-07-11T22:03:37.572318,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,15,716.9,FORWARD,True
20260711_220439,2026-07-11T22:04:39.142235,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp71_window3_bboxscale3/action_transformer.pt,exp71,transformer,3,3,OWL-v2,960,False,True,3,False,62079476,15,705.4,FORWARD,True
20260722_170047,2026-07-22T17:00:47.781421,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp73/exp73_pg448_v6_mlp.pt,exp73,exp73_mlp,6,3,PG2-448,448,False,False,3,False,bb5e91d9,19,992.0,FORWARD,True
20260722_170224,2026-07-22T17:02:24.562628,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp73/exp73_pg448_v6_mlp.pt,exp73,exp73_mlp,6,3,PG2-448,448,False,False,3,False,bb5e91d9,16,883.6,STOP,True
20260722_182856,2026-07-22T18:28:56.688708,stage2_v2,SYNC,manual_stop,runs/v5_nav/mlp/exp73/exp73_pg448_v6_mlp.pt,exp73,exp73_mlp,6,3,PG2-448,448,False,True,3,False,1a315a58,37,873.9,FORWARD,True
